Gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,
HDDC2,8920,0.162487193,10.27372074,0.976123725,0.329712832,0.99995045,-5.233122452
ZPBP2,2625,0.019964814,6.832926273,0.975951522,0.329798037,0.99995045,-5.233270224
TECTB,1486,0.092961005,7.242214552,0.975949217,0.329799178,0.99995045,-5.233272202
SEMA3G,10660,0.086078113,8.90200425,0.975946602,0.329800472,0.99995045,-5.233274446
RPL21P97,5154,-0.063482961,6.956238605,-0.975613846,0.329965158,0.99995045,-5.233559918
SRFBP1,27386,0.017473616,6.31570757,0.975610684,0.329966723,0.99995045,-5.233562631
SLC38A4,6109,0.034843102,7.27972228,0.975566965,0.329988365,0.99995045,-5.23360013
FZD10,1976,-0.017627977,6.315432344,-0.975533913,0.330004726,0.99995045,-5.233628478
CASP3,26926,0.024107265,6.689931881,0.975503423,0.33001982,0.99995045,-5.233654629
B4GAT1,21292,0.152804851,9.044434541,0.975449578,0.330046477,0.99995045,-5.233700808
LPAR5,3340,0.106004536,11.32191521,0.975433868,0.330054254,0.99995045,-5.233714281
MINDY4B,3657,-0.017409723,6.316891106,-0.975298847,0.330121106,0.99995045,-5.233830067
CYP4F11,390,-0.017368733,6.318617576,-0.975259414,0.330140631,0.99995045,-5.23386388
