probe.id,logFC (Control/Disease),AveExpr,t,P.Value,adj.P.Val,B,gene_symbol
102724929_at,-1.100410096,5.468955993,-10.75892623,1.224E-18,5.64693E-17,31.893258,LOC102724929
3426_at,1.099907199,9.309776204,4.97535282,2.55977E-06,4.99803E-06,4.059730215,CFI
64598_at,-1.099564479,8.360532536,-10.00197136,6.10995E-17,1.51155E-15,28.03645078,MOSPD3
60561_at,1.099523112,5.829137454,9.380552252,1.51369E-15,2.30703E-14,24.87173297,RINT1
4693_at,1.098901351,8.161672965,4.564977627,1.36362E-05,2.43866E-05,2.450093677,NDP
7184_at,1.098102153,9.411629894,5.851424933,5.60865E-08,1.3731E-07,7.764564532,HSP90B1
441058_at,-1.097490974,4.84760149,-11.95054907,2.70709E-21,4.43616E-19,37.92354083,LINC01667
55251_at,1.097471821,8.511623937,6.188761002,1.19258E-08,3.24764E-08,9.273691215,PCMTD2
55732_at,1.097221432,5.203091334,9.362086832,1.66493E-15,2.50003E-14,24.77786534,C1orf112
54553_at,1.097201387,6.037509587,9.978563953,6.89586E-17,1.66574E-15,27.91712301,MIR4453HG
151651_at,1.096831207,4.314607118,7.665023792,9.43944E-12,4.75197E-11,16.27003997,EFHB
3161_at,1.096782406,6.621995088,4.899382936,3.51039E-06,6.73538E-06,3.755135069,HMMR
5828_at,1.096282084,7.831476351,9.34522447,1.81618E-15,2.68224E-14,24.69215932,PEX2
64123_at,1.095712961,7.189519805,7.02653146,2.20451E-10,8.17326E-10,13.17770488,ADGRL4
729359_at,-1.095686096,6.18293088,-12.43826307,2.2754E-22,6.5647E-20,40.36515367,PLIN4
83657_at,1.095676574,6.937495238,5.73332768,9.55458E-08,2.26104E-07,7.246193288,DYNLRB2
90488_at,1.095602081,9.614476572,7.282289401,6.30002E-11,2.64283E-10,14.40615391,TMEM263
9837_at,1.095500985,7.584714297,4.711901213,7.56344E-06,1.39338E-05,3.016130751,GINS1
1147_at,1.095086515,6.266139994,6.652037504,1.34311E-09,4.30823E-09,11.40780295,CHUK
57045_at,1.094749043,7.270850118,7.846077132,3.81242E-12,2.09116E-11,17.16104651,TWSG1
57403_at,1.094618514,7.904421054,10.98030577,3.91042E-19,2.30839E-17,33.01878546,RAB22A
11339_at,1.094522022,6.56855152,5.330139331,5.65872E-07,1.20068E-06,5.519272559,OIP5
55012_at,1.094429118,7.913070097,7.015425839,2.32699E-10,8.57765E-10,13.12470561,PPP2R3C
400657_at,1.094365858,7.548796739,9.98808269,6.56475E-17,1.59706E-15,27.96564783,ZNF407-AS1
51564_at,-1.094049259,8.370985164,-11.20590117,1.2249E-19,9.0581E-18,34.16375197,HDAC7
6240_at,1.093549007,8.396323087,6.494330744,2.84411E-09,8.62582E-09,10.67394428,RRM1
90187_at,-1.093447664,8.691160298,-5.516611,2.50549E-07,5.57975E-07,6.309428861,EMILIN3
85453_at,1.093365782,8.523235983,7.24253696,7.66091E-11,3.15113E-10,14.21425679,TSPYL5
126070_at,1.09286035,5.233035847,7.671638344,9.13274E-12,4.61686E-11,16.3024939,ZNF440
83723_at,-1.091738104,5.665117868,-10.71343118,1.54778E-18,6.76521E-17,31.66175406,TLCD3B
84274_at,1.090506217,8.381975742,9.47228804,9.42963E-16,1.54048E-14,25.33826562,COQ5
7771_at,1.090395034,6.040214878,10.03637039,5.11456E-17,1.29502E-15,28.21181739,ZNF112
